TWEET,BELIEF,CONFIDENCE
rt user wine grapes have become our best early warning system for the effects of global warming link,Yes,1
wine grapes have become our best early warning system for the effects of global warming link,Yes,0.5906
epa climate change indicators report shows the evidence of global warming all around us link,Yes,1
epa climate change indicators report shows the evidence of global warming all natural resources defense counc link,Yes,0.7965
exclusive climate change could raise cost of u s allergies link,Yes,1
cleaner air could speed global warming link,Yes,0.7984
whale poo fights global warming by rob mayeda and lori preuitt star trek iv the voyage home had many convinced t link,Yes,0.5851
exclusive climate change could raise cost of u s allergies link,Yes,1
new facts support global warming case recent letter writer charles kesner is either out of touch with reliable ne link,Yes,0.7844
qut researchers track climate change link,Yes,0.6214
study climate change threatens your health too link,Yes,1
rt user slideshow of alaska before the effects of global warming link,Yes,1
in vino veritas the delicate wine grape has become our best early warning system for the effects of global warming link,Yes,0.5837
conservation international give a gift that helps prevent climate change provides habitat for endangered specie link,Yes,0.6369
conservation international give a gift that helps prevent climate change provides habitat for endangered specie link,Yes,0.7987
climate change is real and climate change has consequences for all of us link,Yes,1
global warming contributes to rapidly increased ocean acidification the us national research council warned last link,Yes,1
global warming threatens ca mau province ca mau the southernmost province of ca mau was among localities most v link,Yes,1
global warming means local storming link,Yes,1
could cleaner air actually intensify global warming by npr staff as much of the world marked earth day this past w link,Yes,1
renewable energy advances ocean saltiness shows global warming after pulling data from 1 6 million salinity link,Yes,1
the key to fixing global warming china magazine it s late november 2 9 and us energy secretary steven chu is link,Yes,0.83
global warming ocean chemistry is changing faster than it has in 8 years and that s because of the carbon link,Yes,0.8221
topography of mountains could complicate rates of global warming sciencedaily apr 25 2 1 a new study concl link,Yes,0.7934
soaring mercury blame it on global warming agartala apr 14 environmentalists have attributed the link,Yes,0.801
africa monitoring a changing climate the gathering environmental crisis presented by global warming link,Yes,1
the volcanic ash was bad for planes but should help reduce global warming link,Yes,1
ocean currents still strong despite global warming researchers at nasa have discovered that the ocean currents link,Yes,1
ocean currents still strong despite global warming researchers at nasa have discovered that the ocean currents link,Yes,0.8372
long distance journeys out of fashion global warming may be causing evolutionary changes in bird migration sourc link,Yes,0.6088
funniest conservative comment of the day climate change is due to increased heat from the earth s core,Yes,0.4878
scientists say global warming affects marine life in narragansett bay rhode island winter flounder no longer re link,Yes,1
redding architect theimer global warming doubters stupid james theimer known locally for his environmentally link,Yes,1
indonesia tree program looks to reduce global warming planting trees is one way to help maintain the natural pres link,Yes,1
earth day report climate change is endangering our health link,Yes,1
global climate change not global warming link,No,0.6295
cubeyond wlliam lau says climate change is happening and we must deal with it no matter what is causing it chapmanu,Yes,1
chew s focus is on the ways global warming is causing the redistribution of plant and animal species link,Yes,1
royal society stunner hazardous geosphere activity and global warming linked periods of exceptional climate chan link,Yes,1
fighting poverty and global warming in africa by marc gunther on 4 21 2 1 22 1 comments views rarely do link,Yes,1
